brand,model,note,asin,date,price
LG,38BK95C-W,,B07CMGQC76,2018-12-27 02:24:00,1393.0
LG,38BK95C-W,,B07CMGQC76,2018-12-27 04:08:00,1392.9
LG,38BK95C-W,,B07CMGQC76,2018-12-27 05:56:00,1392.8
LG,38BK95C-W,,B07CMGQC76,2018-12-27 07:48:00,1392.7
LG,38BK95C-W,,B07CMGQC76,2018-12-27 08:44:00,1393.53
LG,38BK95C-W,,B07CMGQC76,2018-12-27 09:38:00,1392.6
LG,38BK95C-W,,B07CMGQC76,2018-12-27 10:32:00,1392.5
LG,38BK95C-W,,B07CMGQC76,2018-12-27 12:24:00,1392.4
LG,38BK95C-W,,B07CMGQC76,2018-12-27 13:24:00,1392.39
LG,38BK95C-W,,B07CMGQC76,2018-12-27 14:10:00,1392.3
LG,38BK95C-W,,B07CMGQC76,2018-12-27 15:56:00,1392.29
LG,38BK95C-W,,B07CMGQC76,2018-12-27 17:44:00,1393.61
LG,38BK95C-W,,B07CMGQC76,2018-12-28 22:48:00,1393.03
LG,38BK95C-W,,B07CMGQC76,2018-12-29 07:40:00,1393.02
LG,38BK95C-W,,B07CMGQC76,2018-12-29 09:36:00,1393.01
LG,38BK95C-W,,B07CMGQC76,2018-12-29 11:28:00,1393.0
LG,38BK95C-W,,B07CMGQC76,2018-12-29 13:10:00,1392.99
LG,38BK95C-W,,B07CMGQC76,2018-12-29 15:06:00,1392.98
LG,38BK95C-W,,B07CMGQC76,2018-12-29 16:00:00,1392.97
LG,38BK95C-W,,B07CMGQC76,2018-12-29 17:48:00,1392.96
LG,38BK95C-W,,B07CMGQC76,2018-12-29 20:40:00,1392.95
LG,38BK95C-W,,B07CMGQC76,2018-12-29 21:34:00,1392.94
LG,38BK95C-W,,B07CMGQC76,2018-12-29 23:24:00,1392.93
LG,38BK95C-W,,B07CMGQC76,2018-12-30 00:18:00,1392.92
LG,38BK95C-W,,B07CMGQC76,2018-12-30 02:08:00,1392.91
LG,38BK95C-W,,B07CMGQC76,2018-12-30 05:00:00,1392.9
LG,38BK95C-W,,B07CMGQC76,2018-12-30 06:46:00,1392.89
LG,38BK95C-W,,B07CMGQC76,2018-12-30 08:28:00,1392.88
LG,38BK95C-W,,B07CMGQC76,2018-12-30 10:24:00,1392.87
LG,38BK95C-W,,B07CMGQC76,2018-12-30 11:20:00,1392.86
LG,38BK95C-W,,B07CMGQC76,2018-12-30 13:02:00,1392.85
LG,38BK95C-W,,B07CMGQC76,2018-12-30 14:04:00,1393.04
LG,38BK95C-W,,B07CMGQC76,2018-12-30 15:56:00,1393.03
LG,38BK95C-W,,B07CMGQC76,2018-12-30 16:48:00,1393.02
LG,38BK95C-W,,B07CMGQC76,2018-12-30 17:40:00,1393.01
LG,38BK95C-W,,B07CMGQC76,2018-12-30 20:52:00,1393.0
LG,38BK95C-W,,B07CMGQC76,2018-12-30 21:46:00,1392.99
LG,38BK95C-W,,B07CMGQC76,2018-12-30 22:46:00,1392.98
LG,38BK95C-W,,B07CMGQC76,2018-12-31 01:28:00,1392.97
LG,38BK95C-W,,B07CMGQC76,2018-12-31 02:24:00,1392.96
LG,38BK95C-W,,B07CMGQC76,2018-12-31 04:38:00,1392.95
LG,38BK95C-W,,B07CMGQC76,2018-12-31 05:36:00,1392.94
LG,38BK95C-W,,B07CMGQC76,2018-12-31 07:28:00,1392.93
LG,38BK95C-W,,B07CMGQC76,2018-12-31 08:22:00,1392.92
LG,38BK95C-W,,B07CMGQC76,2018-12-31 10:12:00,1392.91
LG,38BK95C-W,,B07CMGQC76,2018-12-31 12:00:00,1392.9
